Member_number,Date,itemDescription
3084,19/04/15,salt
1472,06/07/15,whole milk
3160,22/01/15,yogurt
1854,26/07/15,newspapers
4113,19/07/15,bottled beer
1551,11/08/15,syrup
3195,30/01/15,yogurt
1170,01/12/15,pip fruit
2653,07/12/15,spread cheese
3494,04/07/15,fruit/vegetable juice
4787,25/05/15,cat food
2008,21/10/15,soda
3692,20/02/15,coffee
1016,23/04/15,pip fruit
4667,23/02/15,rolls/buns
4191,10/05/15,long life bakery product
2015,12/05/15,rum
3002,19/02/15,snack products
4068,10/01/15,yogurt
4432,25/09/15,coffee
3406,17/05/15,sliced cheese
1844,10/02/15,grapes
4793,24/02/15,specialty chocolate
3363,18/05/15,baking powder
2160,06/10/15,dishes
1448,19/03/15,liquor
1346,08/05/15,domestic eggs
3863,13/06/15,pet care
4611,08/03/15,cooking chocolate
1368,15/07/15,soft cheese
1808,04/02/15,semi-finished bread
4589,08/12/15,beverages
2814,21/10/15,dish cleaner
4848,23/06/15,mustard
3454,17/12/15,other vegetables
1118,27/07/15,yogurt
1863,11/02/15,beverages
3154,05/01/15,shopping bags
3251,26/12/15,rolls/buns
4964,30/11/15,domestic eggs
4537,20/12/15,whipped/sour cream
2063,27/11/15,herbs
4873,27/04/15,hard cheese
1841,10/05/15,margarine
4420,25/02/15,red/blush wine
3593,27/08/15,coffee
4123,14/12/15,hair spray
4571,05/04/15,napkins
4503,26/11/15,coffee
4526,18/01/15,whipped/sour cream
2241,18/10/15,frozen meals
3694,17/12/15,rolls/buns
4988,20/12/15,long life bakery product
4327,26/04/15,jam
2061,15/12/15,sparkling wine
3345,30/09/15,whole milk
1937,19/01/15,pip fruit
2055,08/11/15,sugar
4362,08/05/15,curd
4716,01/03/15,bottled beer
4657,14/01/15,yogurt
3281,16/06/15,frozen potato products
3252,15/02/15,mustard
4410,05/10/15,dessert
4396,12/06/15,salt
3683,05/12/15,other vegetables
2493,07/08/15,sliced cheese
1788,15/04/15,canned beer
1846,18/05/15,misc. beverages
4685,04/11/15,root vegetables
2237,09/02/15,margarine
3755,28/09/15,butter milk
1280,12/08/15,fish
4019,06/08/15,sliced cheese
4875,03/10/15,dessert
3552,02/09/15,other vegetables
3134,07/06/15,other vegetables
4797,04/07/15,root vegetables
1443,04/03/15,root vegetables
2171,31/03/15,rolls/buns
4153,27/05/15,meat
2476,05/05/15,root vegetables
1550,14/05/15,oil
1885,25/12/15,specialty bar
2592,01/10/15,soda
4607,17/11/15,soda
3600,26/11/15,whole milk
2848,15/11/15,pasta
4160,19/04/15,root vegetables
2800,02/02/15,other vegetables
4882,31/10/15,pickled vegetables
1908,10/06/15,female sanitary products
2045,07/12/15,grapes
4728,15/02/15,pip fruit
4680,22/08/15,yogurt
4780,05/04/15,other vegetables
1107,06/05/15,misc. beverages
3329,21/02/15,rolls/buns
4122,24/04/15,rolls/buns
2690,04/11/15,sugar
2186,14/02/15,soda
4871,15/11/15,cream cheese 
1608,21/02/15,hamburger meat
1116,23/07/15,bottled water
1566,19/11/15,bottled beer
3629,13/04/15,tropical fruit
1835,01/04/15,pip fruit
1853,03/02/15,butter milk
1880,15/09/15,soda
2476,04/12/15,whole milk
1349,10/05/15,shopping bags
3284,28/01/15,rolls/buns
1660,26/07/15,specialty chocolate
1866,15/02/15,bottled water
1678,23/08/15,whole milk
2327,04/08/15,bottled water
4710,09/05/15,root vegetables
4563,27/06/15,other vegetables
4555,31/03/15,pip fruit
4160,12/06/15,rolls/buns
2006,08/12/15,coffee
3120,12/06/15,grapes
3750,28/02/15,yogurt
4985,26/12/15,hard cheese
2108,11/08/15,yogurt
2072,19/02/15,root vegetables
2391,27/06/15,yogurt
1047,04/01/15,soda
2464,19/07/15,other vegetables
2029,08/07/15,rolls/buns
3704,22/01/15,mustard
1807,18/12/15,other vegetables
2337,15/08/15,hard cheese
4614,24/10/15,whole milk
4105,29/05/15,root vegetables
2600,12/05/15,fruit/vegetable juice
4335,12/10/15,bottled water
4582,13/11/15,other vegetables
3306,29/12/15,frozen vegetables
4789,11/09/15,shopping bags
4744,20/01/15,soda
3029,31/05/15,butter milk
1144,28/01/15,whipped/sour cream
2273,27/11/15,root vegetables
1475,17/12/15,canned beer
1173,22/10/15,rolls/buns
2148,19/07/15,hard cheese
3334,03/05/15,whole milk
2200,10/10/15,white bread
3973,02/09/15,hygiene articles
2695,04/07/15,UHT-milk
3053,25/12/15,chocolate
2964,11/08/15,tropical fruit
2494,13/06/15,butter
1603,07/09/15,domestic eggs
1264,07/12/15,semi-finished bread
2809,10/04/15,other vegetables
3180,15/09/15,domestic eggs
4539,09/03/15,bottled water
2990,29/06/15,canned beer
1969,11/02/15,frozen vegetables
1191,08/08/15,specialty chocolate
2690,20/10/15,soda
3803,20/10/15,pip fruit
3999,19/04/15,whipped/sour cream
3677,30/11/15,napkins
1168,11/02/15,UHT-milk
1324,27/12/15,salt
3829,10/07/15,chewing gum
2664,20/09/15,domestic eggs
3002,22/01/15,white bread
4305,23/06/15,other vegetables
2633,14/02/15,whole milk
1120,14/01/15,newspapers
2870,25/02/15,pastry
2977,16/11/15,pastry
2135,25/01/15,cream cheese 
4460,12/07/15,dessert
2961,21/07/15,white bread
2109,24/09/15,sugar
1023,28/06/15,yogurt
2645,26/06/15,processed cheese
2910,04/12/15,cat food
3251,09/11/15,rolls/buns
2309,29/12/15,shopping bags
2553,21/06/15,pip fruit
4100,22/04/15,pastry
2580,17/11/15,newspapers
4628,10/12/15,bottled beer
1073,08/06/15,pip fruit
1459,18/07/15,curd
3752,21/08/15,spread cheese
4655,21/03/15,pip fruit
2484,20/06/15,UHT-milk
4990,15/03/15,salty snack
2356,02/02/15,butter
3476,21/04/15,domestic eggs
4643,25/01/15,brown bread
3287,02/02/15,rolls/buns
3468,14/11/15,tropical fruit
2779,27/12/15,cake bar
3811,11/05/15,yogurt
3122,13/10/15,pip fruit
2874,22/01/15,bottled water
3148,28/03/15,UHT-milk
4359,24/09/15,newspapers
4510,26/03/15,pastry
3298,28/04/15,prosecco
3285,12/07/15,whipped/sour cream
4752,11/02/15,dessert
4741,25/02/15,whole milk
3557,24/05/15,whole milk
4328,21/07/15,tropical fruit
1052,06/07/15,yogurt
1719,17/09/15,other vegetables
1360,05/02/15,white bread
1299,03/06/15,salty snack
4260,16/11/15,margarine
1785,15/07/15,brown bread
3835,06/01/15,soda
1720,05/12/15,whole milk
1872,05/04/15,fruit/vegetable juice
1406,23/03/15,whipped/sour cream
3560,29/09/15,coffee
4628,29/11/15,yogurt
2692,09/10/15,UHT-milk
4843,13/05/15,whole milk
4395,25/06/15,whole milk
1196,27/11/15,rolls/buns
1076,14/05/15,butter
3519,28/01/15,whole milk
1335,18/10/15,yogurt
4988,29/10/15,other vegetables
4437,20/10/15,other vegetables
2262,04/10/15,hygiene articles
4320,07/01/15,canned beer
1155,01/04/15,pet care
3101,17/12/15,soda
2433,19/10/15,root vegetables
2051,14/11/15,whole milk
3144,16/08/15,curd
2000,23/08/15,hamburger meat
2427,26/06/15,UHT-milk
2916,13/06/15,domestic eggs
1609,17/12/15,chocolate
2982,25/06/15,yogurt
1804,30/11/15,whole milk
4997,27/12/15,curd
2789,28/01/15,other vegetables
2512,23/04/15,bottled water
2641,01/03/15,frozen fruits
2102,10/05/15,other vegetables
2979,17/07/15,ice cream
3685,04/03/15,dessert
2918,11/10/15,ice cream
4640,31/01/15,coffee
1149,06/08/15,chicken
4608,05/01/15,canned beer
3794,26/11/15,berries
3014,04/11/15,margarine
2083,28/03/15,whole milk
1656,13/08/15,whole milk
1482,24/07/15,cream cheese 
3050,20/10/15,sliced cheese
3882,23/04/15,other vegetables
2618,03/12/15,newspapers
4888,13/02/15,beverages
2523,12/01/15,semi-finished bread
4633,14/04/15,brown bread
2440,02/03/15,UHT-milk
2100,05/07/15,specialty cheese
3691,12/02/15,candy
4499,06/05/15,frozen vegetables
2370,28/08/15,chewing gum
3831,14/10/15,domestic eggs
4744,28/10/15,salty snack
4919,12/03/15,root vegetables
4876,21/02/15,soda
1296,20/08/15,hard cheese
4845,28/08/15,beef
4606,13/03/15,whole milk
1438,26/02/15,cream cheese 
2777,24/05/15,soda
4220,10/08/15,detergent
1943,07/01/15,other vegetables
3535,01/09/15,liquor (appetizer)
2194,09/01/15,dessert
2326,29/11/15,misc. beverages
4189,07/04/15,snack products
1023,06/01/15,rolls/buns
3886,01/04/15,butter milk
1443,09/10/15,cream cheese 
1395,26/06/15,root vegetables
1291,14/01/15,domestic eggs
1374,10/03/15,pip fruit
4015,20/02/15,soft cheese
3009,18/02/15,frozen vegetables
2961,16/11/15,mayonnaise
3260,08/07/15,whole milk
1793,19/05/15,white wine
2985,05/01/15,soda
1205,14/03/15,yogurt
1116,08/10/15,rolls/buns
1633,09/08/15,whole milk
3600,30/07/15,frozen vegetables
4740,10/07/15,margarine
2677,23/12/15,root vegetables
1540,14/08/15,beverages
4323,26/03/15,grapes
4320,18/04/15,onions
1363,16/06/15,butter
1761,09/08/15,cream cheese 
1733,23/06/15,organic sausage
1994,05/10/15,yogurt
4300,04/04/15,oil
4298,25/07/15,root vegetables
1097,01/11/15,soda
3766,07/05/15,tropical fruit
2348,28/02/15,root vegetables
4588,08/11/15,pastry
3784,14/06/15,spread cheese
2787,05/03/15,rolls/buns
2056,24/11/15,pastry
3986,25/07/15,whole milk
3861,07/07/15,bottled water
1094,07/01/15,misc. beverages
4743,24/01/15,bottled beer
3543,02/06/15,cat food
4914,14/03/15,whole milk
2004,21/08/15,other vegetables
4171,03/06/15,chewing gum
3041,15/09/15,hard cheese
1324,10/07/15,white wine
1524,06/08/15,cream cheese 
4260,30/05/15,canned beer
1494,29/09/15,herbs
2521,03/03/15,bottled water
2225,28/04/15,brown bread
3486,23/12/15,pip fruit
1422,28/02/15,rolls/buns
3082,20/02/15,tropical fruit
1114,12/03/15,dessert
4773,31/10/15,yogurt
1939,30/10/15,sliced cheese
2723,03/11/15,yogurt
1361,08/09/15,rolls/buns
2294,10/05/15,rolls/buns
3915,05/03/15,pip fruit
3579,30/12/15,herbs
2051,20/04/15,brown bread
2113,07/09/15,whole milk
1909,31/08/15,margarine
2328,22/02/15,other vegetables
2948,19/06/15,hard cheese
3504,20/05/15,dish cleaner
3069,09/04/15,tropical fruit
2142,19/05/15,UHT-milk
4411,17/04/15,beverages
1993,08/07/15,root vegetables
4579,09/01/15,whole milk
1177,14/10/15,brown bread
2499,24/04/15,frozen vegetables
4427,14/01/15,root vegetables
2883,12/10/15,bottled water
1242,04/12/15,bottled beer
3409,11/12/15,brown bread
1307,22/06/15,baking powder
3507,10/11/15,frozen vegetables
2606,26/01/15,rolls/buns
3048,06/06/15,tidbits
2007,23/11/15,brown bread
3072,26/01/15,pickled vegetables
3354,14/01/15,other vegetables
3656,11/03/15,yogurt
4417,18/05/15,tropical fruit
3296,06/06/15,specialty bar
1323,30/04/15,beef
1754,17/09/15,pip fruit
3872,03/11/15,whole milk
3691,05/02/15,butter
1218,29/12/15,whole milk
1381,23/03/15,domestic eggs
4550,02/03/15,other vegetables
1377,06/02/15,bottled water
4388,19/02/15,sauces
2157,14/07/15,newspapers
3321,25/12/15,bottled beer
3205,11/12/15,butter
4444,22/07/15,UHT-milk
2348,01/11/15,root vegetables
4275,18/08/15,chocolate
3664,04/05/15,brown bread
1627,11/02/15,other vegetables
1641,27/05/15,pork
1461,21/12/15,margarine
4266,17/06/15,root vegetables
2754,02/05/15,fruit/vegetable juice
3117,30/09/15,other vegetables
1654,29/04/15,frozen potato products
1154,17/05/15,whole milk
1333,22/09/15,curd
2188,28/07/15,rolls/buns
4679,16/05/15,other vegetables
2495,28/07/15,soda
4117,10/12/15,tropical fruit
4035,12/01/15,canned beer
1500,06/01/15,soda
4357,13/04/15,canned beer
1199,21/11/15,white bread
4467,22/11/15,whole milk
4220,21/11/15,whole milk
4376,16/07/15,jam
4190,24/12/15,fruit/vegetable juice
4501,15/06/15,pork
1454,22/10/15,coffee
3922,01/04/15,rolls/buns
3586,02/05/15,beverages
2139,16/04/15,yogurt
2475,10/11/15,soda
3419,05/12/15,curd
2518,03/07/15,rolls/buns
1690,03/03/15,frozen vegetables
1281,02/06/15,oil
2176,04/02/15,long life bakery product
2787,13/03/15,UHT-milk
3460,14/02/15,whole milk
3224,19/01/15,bottled water
1540,26/11/15,root vegetables
3942,04/04/15,other vegetables
2939,03/08/15,bottled water
3807,26/10/15,seasonal products
3380,16/05/15,pip fruit
1785,07/06/15,whole milk
2625,06/03/15,baking powder
1828,24/03/15,bottled water
4225,08/05/15,root vegetables
1646,28/08/15,butter
1412,16/11/15,cream cheese 
1892,24/04/15,yogurt
2535,10/11/15,other vegetables
4107,15/11/15,dog food
1452,29/03/15,soda
4853,17/09/15,house keeping products
2196,23/08/15,other vegetables
1026,28/05/15,root vegetables
3879,03/12/15,whipped/sour cream
4967,23/09/15,other vegetables
3408,05/11/15,rolls/buns
3732,26/01/15,white wine
1040,26/11/15,onions
2612,31/05/15,frozen meals
1137,26/09/15,other vegetables
4223,15/06/15,herbs
3832,17/07/15,whole milk
2179,16/04/15,whole milk
2604,12/02/15,other vegetables
2238,20/03/15,whole milk
2589,12/02/15,other vegetables
2402,06/09/15,bottled water
4130,06/11/15,root vegetables
4841,17/12/15,yogurt
1734,08/06/15,pork
3748,27/03/15,butter milk
1021,22/10/15,yogurt
1104,04/01/15,rolls/buns
2613,09/01/15,soda
4204,16/10/15,rolls/buns
2022,22/07/15,white wine
2242,05/06/15,butter
4352,20/07/15,margarine
1945,05/02/15,tropical fruit
1427,26/11/15,other vegetables
3709,08/09/15,pastry
1349,13/04/15,domestic eggs
4691,08/01/15,other vegetables
1465,26/06/15,other vegetables
2867,16/07/15,other vegetables
2381,17/05/15,salt
2471,13/08/15,hamburger meat
3252,22/08/15,bottled water
4077,18/03/15,curd cheese
2359,21/04/15,other vegetables
4430,02/12/15,tropical fruit
3456,10/09/15,root vegetables
2563,03/06/15,chicken
2386,04/10/15,curd
4909,26/10/15,domestic eggs
1014,03/10/15,bottled beer
1389,18/02/15,tropical fruit
4800,24/12/15,soda
1069,20/08/15,sliced cheese
1833,12/07/15,whole milk
4028,08/07/15,napkins
3919,09/02/15,margarine
3086,02/01/15,brown bread
2708,17/02/15,frozen meals
3513,29/08/15,condensed milk
3774,16/09/15,beef
4827,27/01/15,bottled water
4213,23/08/15,chicken
4536,24/02/15,bottled beer
1489,23/06/15,soda
2005,22/09/15,male cosmetics
2429,29/06/15,whole milk
2721,10/08/15,root vegetables
3909,09/02/15,flour
4808,20/08/15,semi-finished bread
4024,16/10/15,margarine
2855,03/02/15,herbs
4881,28/07/15,whipped/sour cream
1214,10/01/15,yogurt
1608,10/11/15,whole milk
1724,09/09/15,pip fruit
1911,02/06/15,tropical fruit
3881,02/04/15,other vegetables
1780,27/08/15,whole milk
4675,14/09/15,other vegetables
3497,24/09/15,whole milk
1000,15/03/15,semi-finished bread
3955,28/08/15,canned beer
4232,19/12/15,pip fruit
3472,28/02/15,other vegetables
4217,05/02/15,yogurt
3778,01/10/15,citrus fruit
2666,06/04/15,dessert
3518,18/05/15,fruit/vegetable juice
4525,28/09/15,citrus fruit
2975,28/01/15,grapes
1339,28/11/15,whole milk
2001,28/01/15,other vegetables
2091,19/10/15,pastry
2453,28/08/15,whole milk
4681,28/02/15,soda
2618,14/09/15,yogurt
3389,26/01/15,root vegetables
3044,29/09/15,root vegetables
3039,02/09/15,candles
4563,14/05/15,canned beer
2683,11/08/15,soda
4063,12/11/15,pastry
3014,19/10/15,newspapers
4356,01/12/15,whole milk
3050,06/05/15,white bread
3613,05/06/15,root vegetables
3152,24/11/15,semi-finished bread
4187,28/10/15,canned vegetables
2001,03/03/15,other vegetables
1584,26/01/15,curd
1475,28/03/15,frozen meals
4942,06/08/15,specialty chocolate
2083,07/11/15,ice cream
4685,27/08/15,hard cheese
2070,24/03/15,citrus fruit
2657,01/04/15,dessert
4012,04/04/15,butter
2698,24/01/15,yogurt
2222,28/12/15,pork
2421,27/10/15,other vegetables
2410,21/11/15,other vegetables
2728,28/11/15,whole milk
4810,17/03/15,newspapers
1391,01/08/15,chocolate
2167,08/12/15,newspapers
3048,20/08/15,bottled beer
3876,03/10/15,butter milk
3937,19/11/15,salty snack
1167,16/02/15,domestic eggs
4031,14/01/15,other vegetables
2946,24/05/15,napkins
2672,09/03/15,liquor (appetizer)
3529,05/03/15,pork
3986,18/11/15,citrus fruit
3312,29/07/15,whole milk
2392,15/12/15,butter
1756,03/03/15,other vegetables
2875,01/11/15,soda
3871,31/07/15,tropical fruit
4512,21/12/15,beef
2426,26/08/15,chewing gum
3728,04/10/15,ice cream
1093,28/03/15,domestic eggs
3322,25/04/15,citrus fruit
1386,31/07/15,soda
3429,10/05/15,sparkling wine
1932,07/09/15,pip fruit
1865,03/12/15,butter milk
4672,13/02/15,other vegetables
4432,28/05/15,female sanitary products
2129,11/08/15,pork
1104,18/03/15,yogurt
3529,13/09/15,beverages
3271,27/12/15,yogurt
1002,30/08/15,specialty chocolate
2184,09/06/15,misc. beverages
4648,08/10/15,yogurt
3595,15/10/15,zwieback
2752,10/10/15,berries
4101,30/04/15,red/blush wine
1793,04/12/15,berries
4224,04/10/15,pastry
2846,15/08/15,instant coffee
1697,23/02/15,other vegetables
3884,07/04/15,rolls/buns
2669,24/09/15,onions
4843,25/02/15,yogurt
1663,11/11/15,tropical fruit
4169,19/03/15,canned beer
2799,25/05/15,yogurt
2178,20/12/15,female sanitary products
3312,24/12/15,brown bread
3609,11/07/15,liquor
1004,02/12/15,hygiene articles
2401,15/01/15,white bread
4165,10/02/15,roll products 
2017,14/02/15,chocolate
2485,18/05/15,dog food
2261,18/06/15,packaged fruit/vegetables
1437,15/08/15,coffee
4065,11/05/15,other vegetables
1904,18/04/15,yogurt
4573,28/05/15,packaged fruit/vegetables
4233,16/06/15,coffee
3928,26/09/15,domestic eggs
4916,25/01/15,newspapers
2883,16/04/15,yogurt
2938,25/06/15,tropical fruit
1063,23/01/15,candy
3365,28/06/15,other vegetables
2795,06/05/15,white bread
1336,04/04/15,frozen meals
2937,31/07/15,other vegetables
3391,21/12/15,coffee
3719,04/06/15,beverages
3986,26/05/15,citrus fruit
2757,15/02/15,white bread
1783,07/07/15,UHT-milk
4234,02/08/15,rolls/buns
3484,05/08/15,rolls/buns
3337,10/01/15,yogurt
2472,17/01/15,processed cheese
1355,25/02/15,sugar
3072,08/06/15,ham
1817,21/08/15,hamburger meat
2063,10/09/15,soups
4216,28/04/15,pork
2984,24/02/15,mustard
3365,25/10/15,domestic eggs
2260,27/06/15,soda
4798,24/08/15,cream cheese 
4952,22/10/15,soda
4778,24/01/15,packaged fruit/vegetables
1517,01/03/15,bottled beer
2433,31/07/15,whole milk
3938,31/07/15,other vegetables
2569,30/06/15,beverages
2092,24/05/15,rum
3174,09/02/15,frozen dessert
4513,04/11/15,dishes
2467,04/02/15,liquor
3508,25/07/15,curd
1939,02/07/15,tropical fruit
1636,04/05/15,whole milk
2443,12/01/15,pastry
4911,07/01/15,rolls/buns
3835,16/09/15,pickled vegetables
2363,22/05/15,pastry
2344,19/04/15,other vegetables
3911,15/02/15,pet care
1450,08/07/15,coffee
3495,18/11/15,whole milk
1625,27/11/15,root vegetables
3265,09/12/15,packaged fruit/vegetables
3247,01/11/15,sliced cheese
1777,08/07/15,fruit/vegetable juice
1862,05/09/15,napkins
2942,01/02/15,whole milk
2932,22/01/15,whole milk
4049,01/08/15,citrus fruit
1954,06/08/15,onions
2321,16/06/15,long life bakery product
2930,23/03/15,pastry
3214,27/03/15,brown bread
4877,20/06/15,sliced cheese
1277,07/06/15,white bread
2239,13/12/15,canned fruit
4929,26/03/15,bottled water
1390,02/03/15,dental care
1870,09/09/15,popcorn
3405,03/04/15,canned fish
2338,08/12/15,curd
2051,11/09/15,pip fruit
3504,06/07/15,sugar
3405,13/04/15,whole milk
2512,02/09/15,fruit/vegetable juice
4038,06/11/15,processed cheese
1759,26/09/15,whole milk
2813,01/10/15,cake bar
3055,18/08/15,soda
1733,18/03/15,yogurt
1913,18/08/15,curd
4864,27/03/15,hygiene articles
4812,27/05/15,whole milk
3042,05/10/15,frozen meals
4988,04/10/15,make up remover
4486,21/07/15,bottled beer
4069,03/05/15,soda
4600,14/07/15,fruit/vegetable juice
3588,05/05/15,seasonal products
4175,29/01/15,other vegetables
2599,30/07/15,cake bar
4671,15/07/15,instant coffee
2270,09/06/15,long life bakery product
2494,05/05/15,canned fish
1406,28/12/15,misc. beverages
3910,18/12/15,rolls/buns
3358,21/02/15,whole milk
1943,14/01/15,whole milk
1995,12/06/15,rolls/buns
4666,24/02/15,long life bakery product
1994,11/03/15,waffles
4892,09/01/15,cat food
3531,29/08/15,canned beer
1148,15/04/15,white bread
1787,31/10/15,whole milk
4215,31/05/15,mustard
2158,01/08/15,whole milk
2510,29/09/15,cling film/bags
3180,19/10/15,tropical fruit
3207,08/08/15,chocolate
1226,12/11/15,soda
1682,25/06/15,domestic eggs
1509,04/11/15,yogurt
2364,21/06/15,onions
4679,10/11/15,pastry
4324,05/01/15,whole milk
3497,14/06/15,yogurt
1008,21/07/15,yogurt
4572,29/10/15,coffee
4030,04/07/15,domestic eggs
2422,12/08/15,white bread
2694,24/11/15,hard cheese
3481,03/08/15,curd
3821,03/01/15,herbs
3752,20/08/15,soda
3262,08/12/15,yogurt
1370,28/06/15,newspapers
1090,31/08/15,yogurt
3862,18/11/15,rolls/buns
4495,08/04/15,domestic eggs
2492,01/11/15,other vegetables
4688,01/08/15,canned beer
3633,14/07/15,brown bread
3709,08/08/15,yogurt
1220,09/02/15,rice
4236,25/11/15,brown bread
3308,19/08/15,soft cheese
1183,12/06/15,cream cheese 
1999,24/08/15,shopping bags
4828,11/10/15,canned beer
3608,12/10/15,other vegetables
3983,09/09/15,butter
3460,24/07/15,canned vegetables
1703,21/02/15,canned beer
3002,13/08/15,coffee
4836,17/08/15,specialty chocolate
1561,05/06/15,flower (seeds)
4731,04/04/15,napkins
3812,13/11/15,whole milk
2097,01/10/15,newspapers
4986,28/01/15,frozen meals
4742,15/11/15,tropical fruit
2502,15/04/15,sauces
1135,10/07/15,soda
2403,14/02/15,pip fruit
4234,17/07/15,canned vegetables
4068,11/12/15,butter
2311,30/06/15,domestic eggs
1353,21/01/15,tropical fruit
3251,05/07/15,chocolate
1748,08/03/15,beverages
1638,12/03/15,candles
2170,10/02/15,frozen potato products
3903,06/02/15,dessert
1245,27/06/15,canned fruit
3237,28/06/15,frozen vegetables
2843,12/10/15,onions
3095,13/10/15,whole milk
4076,22/05/15,detergent
1298,23/06/15,soda
4591,13/06/15,onions
3592,28/10/15,canned beer
1305,23/05/15,white wine
4326,06/11/15,liquor
3189,03/02/15,root vegetables
1991,10/02/15,specialty bar
2091,02/08/15,candy
3100,06/03/15,waffles
4984,26/04/15,yogurt
4444,06/10/15,root vegetables
4678,17/12/15,whole milk
1670,22/11/15,pickled vegetables
3214,14/01/15,whipped/sour cream
2772,18/03/15,soft cheese
4343,21/12/15,brown bread
4351,21/08/15,prosecco
1598,02/03/15,white bread
4469,18/10/15,root vegetables
1788,05/12/15,citrus fruit
3768,01/08/15,root vegetables
4661,01/03/15,rolls/buns
3801,17/08/15,tropical fruit
4109,04/10/15,pip fruit
2485,24/03/15,dessert
2365,11/06/15,yogurt
2602,08/02/15,tropical fruit
2391,05/12/15,other vegetables
3483,08/09/15,hard cheese
2512,31/01/15,cream cheese 
2652,01/08/15,pastry
1777,03/12/15,pip fruit
4007,23/12/15,white bread
2653,17/04/15,candy
2703,21/09/15,canned beer
4322,14/11/15,yogurt
2270,04/02/15,dish cleaner
2306,09/10/15,grapes
1539,27/09/15,whipped/sour cream
2517,12/12/15,syrup
3254,19/10/15,soda
1711,21/03/15,citrus fruit
2560,07/06/15,frozen meals
4891,06/10/15,whole milk
1622,12/02/15,tropical fruit
1028,02/06/15,canned beer
1416,22/08/15,zwieback
1037,16/12/15,yogurt
4293,23/04/15,whole milk
3054,09/04/15,whole milk
4467,23/04/15,pork
4811,02/11/15,rolls/buns
4749,15/02/15,root vegetables
1825,21/11/15,baking powder
4685,19/07/15,whole milk
3621,14/07/15,bottled water
3219,04/08/15,other vegetables
1444,29/12/15,other vegetables
1698,22/07/15,yogurt
3328,15/04/15,napkins
3704,30/04/15,white wine
4124,09/09/15,mustard
4357,10/10/15,brown bread
2073,30/04/15,canned fish
4192,12/09/15,coffee
3890,26/10/15,white bread
3147,24/12/15,vinegar
4550,30/01/15,other vegetables
3183,07/08/15,rolls/buns
1878,17/10/15,onions
2523,12/02/15,margarine
2227,20/06/15,whole milk
2267,26/02/15,oil
4806,27/10/15,tropical fruit
2422,11/11/15,misc. beverages
1164,30/03/15,root vegetables
3096,23/06/15,yogurt
1821,21/05/15,napkins
2298,06/10/15,newspapers
4515,10/05/15,yogurt
3079,10/03/15,soda
3352,13/06/15,sugar
1545,17/10/15,frozen vegetables
2999,03/08/15,butter milk
1230,19/11/15,pastry
2578,25/01/15,tropical fruit
4611,27/08/15,whole milk
3575,24/01/15,whole milk
2517,29/09/15,salt
2471,19/03/15,onions
2560,19/06/15,bottled water
4492,14/06/15,frozen meals
1217,18/02/15,dog food
2950,10/10/15,bottled water
4337,26/10/15,tropical fruit
2599,27/01/15,curd
2924,19/11/15,yogurt
3734,05/09/15,rolls/buns
3985,24/07/15,canned beer
1823,11/11/15,pastry
1722,27/08/15,pastry
3818,29/03/15,curd
4924,11/06/15,other vegetables
3194,03/05/15,UHT-milk
2156,07/08/15,pip fruit
3182,05/05/15,rice
2902,16/08/15,whole milk
3450,24/12/15,shopping bags
4262,11/09/15,pip fruit
1276,28/08/15,cream cheese 
2184,23/01/15,rolls/buns
1670,30/06/15,pork
1198,31/01/15,specialty chocolate
1858,25/01/15,butter milk
1404,16/01/15,canned beer
2899,09/11/15,fruit/vegetable juice
2057,13/11/15,soda
2799,27/02/15,pickled vegetables
4913,01/08/15,other vegetables
2413,26/06/15,rolls/buns
4819,20/09/15,soda
3014,15/07/15,berries
1419,07/04/15,hygiene articles
2589,29/04/15,fruit/vegetable juice
3648,02/06/15,soda
1349,13/12/15,hard cheese
2706,03/10/15,newspapers
1144,16/01/15,domestic eggs
1275,07/05/15,butter
1851,11/07/15,mayonnaise
2305,28/09/15,whole milk
1905,18/10/15,onions
3732,06/12/15,salty snack
2724,30/04/15,specialty chocolate
3245,19/03/15,beverages
2005,20/04/15,yogurt
4643,10/08/15,photo/film
2538,27/07/15,seasonal products
1173,07/02/15,fruit/vegetable juice
1703,15/02/15,bottled water
3347,24/01/15,ice cream
1561,25/07/15,domestic eggs
1632,27/08/15,napkins
2995,18/02/15,shopping bags
1318,26/09/15,specialty bar
1133,26/02/15,rolls/buns
2357,03/08/15,specialty cheese
4007,13/03/15,bottled water
2383,02/01/15,yogurt
3128,30/08/15,bottled beer
1372,25/04/15,white bread
1839,16/08/15,waffles
3567,17/02/15,nut snack
3573,03/04/15,root vegetables
3765,12/06/15,soda
2875,12/03/15,soda
3737,21/11/15,chocolate
3535,28/02/15,rolls/buns
4288,13/11/15,whipped/sour cream
1334,07/03/15,bottled beer
2046,28/02/15,bottled water
1922,07/10/15,beverages
2184,19/09/15,bottled beer
2632,23/09/15,pot plants
2108,01/10/15,tropical fruit
2547,24/11/15,pet care
4720,12/02/15,curd
4008,19/05/15,root vegetables
1438,28/11/15,UHT-milk
3027,14/09/15,root vegetables
1342,07/01/15,frozen vegetables
4952,26/08/15,pastry
1218,20/08/15,rolls/buns
4804,19/11/15,whole milk
3319,17/11/15,salty snack
2459,22/09/15,canned beer
1123,31/01/15,rolls/buns
1827,01/07/15,soda
4769,20/09/15,grapes
3769,27/02/15,grapes
4713,28/01/15,bottled beer
1741,20/12/15,napkins
