Member_number,Date,itemDescription
4474,10/12/15,canned beer
4437,28/07/15,soft cheese
2648,08/11/15,pork
1081,03/05/15,tropical fruit
3071,21/01/15,pip fruit
3409,20/05/15,citrus fruit
2768,01/01/15,meat
3424,16/08/15,shopping bags
4610,19/04/15,hamburger meat
3090,04/11/15,root vegetables
4585,01/05/15,beef
4388,20/03/15,canned beer
3751,01/01/15,whipped/sour cream
2650,11/05/15,tropical fruit
2448,08/06/15,tropical fruit
2652,26/12/15,pastry
1385,19/11/15,turkey
2960,31/08/15,tropical fruit
2736,02/03/15,sugar
1768,21/04/15,finished products
2002,20/10/15,meat
3046,18/11/15,hamburger meat
2284,18/03/15,pork
1708,18/09/15,whole milk
1952,23/11/15,pork
3497,08/09/15,UHT-milk
1479,14/05/15,other vegetables
1237,09/04/15,whole milk
4353,24/08/15,chicken
3528,18/08/15,whole milk
2092,04/09/15,pip fruit
2514,02/11/15,rolls/buns
4790,16/05/15,root vegetables
1948,25/08/15,frankfurter
3581,16/01/15,whole milk
4778,26/03/15,frankfurter
2601,26/03/15,root vegetables
4678,31/03/15,pip fruit
3642,24/02/15,sausage
2957,19/09/15,UHT-milk
4585,28/09/15,pork
3637,10/07/15,citrus fruit
1353,09/02/15,beef
3257,13/02/15,whole milk
2524,10/09/15,beef
2035,23/12/15,sausage
3658,26/09/15,bottled beer
1901,29/11/15,rolls/buns
3247,13/01/15,root vegetables
4308,24/01/15,citrus fruit
1305,24/05/15,tropical fruit
1011,09/12/15,frankfurter
2234,29/07/15,sausage
3744,08/12/15,tropical fruit
2903,08/08/15,frankfurter
3036,12/07/15,sausage
2465,27/12/15,tropical fruit
1233,20/03/15,whipped/sour cream
1366,29/05/15,beef
3741,06/08/15,ham
2230,28/05/15,tropical fruit
1206,15/05/15,sausage
3690,24/04/15,frankfurter
3620,18/06/15,sausage
4759,20/02/15,frankfurter
3543,11/10/15,beef
2792,29/07/15,frankfurter
1929,10/07/15,bottled water
2433,23/08/15,beverages
4941,15/01/15,canned beer
3547,07/10/15,pastry
1290,24/04/15,frankfurter
4207,28/08/15,other vegetables
2107,01/03/15,frankfurter
3050,11/03/15,pork
3814,21/07/15,canned beer
4875,13/09/15,grapes
3691,08/08/15,bottled water
2433,14/03/15,beef
4757,09/01/15,herbs
1407,29/04/15,frankfurter
4718,12/06/15,sausage
1240,14/04/15,sausage
1792,15/08/15,newspapers
4486,09/11/15,ham
1757,15/06/15,finished products
2186,01/07/15,citrus fruit
3752,15/04/15,berries
3051,29/11/15,other vegetables
3688,23/10/15,soda
4676,15/01/15,sausage
2142,25/06/15,liver loaf
4939,29/06/15,soda
1806,06/07/15,beverages
1595,05/10/15,hamburger meat
2086,09/03/15,chicken
4251,03/10/15,tropical fruit
2689,30/04/15,nuts/prunes
2560,26/11/15,pork
2393,17/04/15,grapes
1669,19/08/15,sausage
3500,21/04/15,soda
1213,03/03/15,beef
4598,18/11/15,whole milk
1404,03/05/15,oil
1758,26/02/15,other vegetables
1265,07/03/15,pip fruit
1006,14/06/15,frankfurter
2779,17/10/15,whole milk
4457,03/09/15,rolls/buns
2532,06/07/15,hamburger meat
2811,23/02/15,chicken
4004,10/05/15,sausage
1737,09/05/15,hamburger meat
3266,25/10/15,sausage
4981,10/01/15,margarine
1934,06/08/15,grapes
2512,19/01/15,canned beer
3400,04/03/15,bottled beer
4301,01/05/15,hamburger meat
2997,30/12/15,shopping bags
1098,05/08/15,citrus fruit
2208,30/07/15,root vegetables
3672,28/05/15,berries
3651,24/01/15,whole milk
3957,15/05/15,frankfurter
2986,11/01/15,other vegetables
4433,25/05/15,cream cheese 
3822,27/05/15,citrus fruit
4588,30/04/15,tropical fruit
2622,17/07/15,other vegetables
2117,02/05/15,brown bread
1780,12/07/15,specialty bar
3819,12/04/15,processed cheese
1884,11/12/15,chicken
2595,23/01/15,sausage
3046,31/03/15,sausage
3228,26/01/15,chicken
2251,23/06/15,cream cheese 
2368,11/11/15,other vegetables
2573,03/01/15,pastry
4701,30/04/15,soda
4384,25/05/15,citrus fruit
1998,18/05/15,whole milk
4583,23/02/15,curd
2043,21/04/15,other vegetables
2201,22/05/15,sausage
3522,23/09/15,beef
3922,28/08/15,yogurt
2636,11/09/15,finished products
1092,27/07/15,grapes
2711,13/09/15,frozen vegetables
3899,22/04/15,sausage
4372,30/07/15,pork
4576,05/08/15,UHT-milk
4953,10/10/15,mayonnaise
4692,27/10/15,tropical fruit
1170,12/11/15,turkey
2625,08/04/15,sausage
2394,30/08/15,rolls/buns
4277,18/02/15,soda
3170,17/01/15,roll products 
2229,25/10/15,soda
2944,01/02/15,sausage
2582,06/03/15,other vegetables
1373,10/05/15,sausage
1366,25/10/15,other vegetables
3469,10/05/15,yogurt
4012,16/05/15,meat
2031,26/02/15,frankfurter
2459,16/09/15,other vegetables
4377,23/02/15,berries
1534,13/08/15,rolls/buns
2051,23/07/15,beverages
3430,26/01/15,flour
1567,13/03/15,frankfurter
2972,21/05/15,UHT-milk
1287,28/08/15,citrus fruit
4776,08/08/15,other vegetables
2271,04/08/15,whole milk
4657,15/08/15,bottled beer
2344,14/04/15,onions
1482,06/07/15,whole milk
1278,09/12/15,cookware
4831,13/11/15,beef
1819,11/11/15,chicken
2687,31/07/15,sausage
4468,24/03/15,baking powder
4760,02/04/15,rolls/buns
2310,24/03/15,long life bakery product
3924,07/02/15,cookware
3517,11/12/15,pip fruit
3164,30/09/15,citrus fruit
3245,17/05/15,hamburger meat
2629,06/12/15,chicken
1347,15/09/15,beef
1216,25/08/15,soda
4636,10/04/15,ham
1197,22/11/15,citrus fruit
1100,12/03/15,hygiene articles
2054,15/12/15,citrus fruit
3761,26/09/15,bottled beer
4947,14/09/15,photo/film
1032,15/06/15,soda
3353,14/08/15,sausage
4466,20/08/15,whole milk
2081,22/01/15,citrus fruit
2162,19/06/15,cat food
3719,17/12/15,rolls/buns
3153,28/04/15,cake bar
4462,02/04/15,yogurt
2420,27/09/15,frankfurter
3971,17/06/15,sausage
1611,26/02/15,frozen meals
1225,26/02/15,whole milk
1554,21/05/15,sausage
4624,27/11/15,pork
3337,10/06/15,root vegetables
2265,25/09/15,waffles
4999,24/01/15,berries
4102,03/11/15,hamburger meat
3853,04/07/15,waffles
2265,13/06/15,chicken
2452,11/08/15,chicken
2829,19/12/15,frankfurter
3926,20/08/15,cooking chocolate
3960,21/10/15,pork
3980,16/09/15,root vegetables
1116,29/01/15,cream cheese 
2663,21/10/15,chocolate
2164,24/11/15,brown bread
3950,12/05/15,chicken
1252,13/04/15,turkey
4804,27/12/15,other vegetables
4041,07/09/15,grapes
1894,04/08/15,frozen potato products
4977,20/08/15,dog food
2171,03/09/15,hamburger meat
3417,15/12/15,tropical fruit
1175,10/06/15,citrus fruit
4946,17/02/15,sausage
4662,27/06/15,pip fruit
2869,10/12/15,tropical fruit
4053,22/03/15,frankfurter
4574,30/11/15,sausage
1110,15/11/15,baking powder
4700,04/03/15,bottled water
2565,29/04/15,root vegetables
2468,13/03/15,bottled beer
4836,13/11/15,zwieback
3504,22/09/15,root vegetables
1333,03/04/15,sausage
4039,27/12/15,condensed milk
2077,15/05/15,citrus fruit
3519,13/12/15,other vegetables
2989,30/01/15,pet care
3737,05/05/15,yogurt
3558,19/09/15,pip fruit
3036,13/07/15,whole milk
3180,03/07/15,other vegetables
2978,09/05/15,meat
3985,23/10/15,whole milk
4903,08/12/15,rolls/buns
2835,09/10/15,ham
3783,22/06/15,honey
1486,14/12/15,chicken
4589,08/10/15,white wine
1132,19/02/15,semi-finished bread
4827,27/11/15,frankfurter
3361,28/06/15,other vegetables
4681,11/09/15,whole milk
4197,26/10/15,sausage
3701,22/01/15,tropical fruit
4195,01/10/15,other vegetables
3429,01/04/15,soda
2430,20/01/15,specialty bar
4330,08/04/15,pork
1783,18/03/15,butter
4025,04/11/15,yogurt
3399,19/07/15,tropical fruit
4766,03/01/15,bottled beer
3562,13/08/15,sausage
2447,21/01/15,grapes
1396,22/07/15,pork
4633,26/04/15,citrus fruit
4695,05/01/15,yogurt
1706,14/08/15,brandy
3872,23/11/15,turkey
1444,14/10/15,whole milk
4753,08/11/15,finished products
4580,29/11/15,onions
2516,03/04/15,yogurt
2415,08/08/15,curd
3925,25/03/15,beef
4996,24/11/15,misc. beverages
4569,27/07/15,sausage
3509,11/04/15,citrus fruit
2252,08/10/15,chicken
1634,09/02/15,other vegetables
4112,27/04/15,ice cream
4042,08/08/15,sausage
4473,26/06/15,tropical fruit
3878,30/04/15,pip fruit
2266,30/09/15,grapes
3304,30/11/15,berries
3757,04/02/15,bottled water
3440,21/12/15,pork
4328,04/02/15,pork
3737,06/12/15,sausage
3948,15/06/15,rolls/buns
3682,05/03/15,whole milk
2827,31/10/15,beef
2650,05/10/15,beef
1360,16/12/15,ham
3679,23/12/15,other vegetables
4137,07/03/15,hamburger meat
4235,19/12/15,berries
3193,31/01/15,sausage
1332,02/12/15,citrus fruit
4821,28/11/15,whole milk
1837,09/07/15,citrus fruit
3665,23/09/15,bottled water
2659,08/05/15,sausage
1322,09/01/15,meat
1599,29/05/15,tropical fruit
2933,06/04/15,pip fruit
3963,21/02/15,other vegetables
4178,03/06/15,berries
1052,27/10/15,other vegetables
4693,18/08/15,frankfurter
1329,02/02/15,sausage
3128,13/06/15,meat
1175,30/06/15,yogurt
2211,31/03/15,canned beer
2093,12/06/15,whole milk
4284,14/10/15,sausage
4449,30/03/15,frankfurter
4269,01/04/15,frankfurter
1962,05/04/15,sausage
2250,04/10/15,citrus fruit
1743,13/11/15,frozen meals
1583,28/07/15,sausage
4295,26/10/15,whole milk
1183,29/06/15,ham
2729,21/03/15,cling film/bags
4035,03/08/15,chicken
1608,06/08/15,red/blush wine
1793,03/07/15,chicken
2210,09/07/15,hamburger meat
1885,03/07/15,bottled water
1078,28/10/15,curd
1016,30/09/15,frankfurter
3077,29/05/15,turkey
3551,01/05/15,tropical fruit
1158,17/10/15,other vegetables
2443,20/06/15,pip fruit
1395,15/01/15,meat
2454,10/11/15,sausage
3472,30/04/15,mayonnaise
3547,28/11/15,soda
1038,21/02/15,pork
3915,11/09/15,rolls/buns
2719,19/04/15,soda
2234,23/12/15,whole milk
1565,14/12/15,berries
1328,24/03/15,ham
3398,18/01/15,rolls/buns
3687,12/02/15,rolls/buns
2448,08/06/15,onions
2652,26/12/15,whole milk
1385,19/11/15,yogurt
2960,31/08/15,rolls/buns
2736,02/03/15,whole milk
1768,21/04/15,rolls/buns
2002,20/10/15,rolls/buns
3046,18/11/15,pip fruit
2284,18/03/15,frankfurter
1708,18/09/15,turkey
1952,23/11/15,onions
3497,08/09/15,beef
1479,14/05/15,sausage
1237,09/04/15,other vegetables
4353,24/08/15,chicken
3528,18/08/15,sausage
2092,04/09/15,tropical fruit
2514,02/11/15,tropical fruit
4790,16/05/15,pip fruit
1948,25/08/15,yogurt
3581,16/01/15,tropical fruit
4778,26/03/15,soda
2601,26/03/15,rolls/buns
4678,31/03/15,condensed milk
3642,24/02/15,domestic eggs
2957,19/09/15,candles
4585,28/09/15,butter milk
3637,10/07/15,whole milk
1353,09/02/15,beef
3257,13/02/15,meat
2524,10/09/15,citrus fruit
2035,23/12/15,beef
3658,26/09/15,UHT-milk
1901,29/11/15,berries
3247,13/01/15,rolls/buns
4308,24/01/15,whole milk
1305,24/05/15,pork
1011,09/12/15,candles
2234,29/07/15,pork
3744,08/12/15,salt
2903,08/08/15,citrus fruit
3036,12/07/15,other vegetables
2465,27/12/15,pastry
1233,20/03/15,waffles
1366,29/05/15,curd
3741,06/08/15,whole milk
2230,28/05/15,sausage
1206,15/05/15,soda
3690,24/04/15,ice cream
3620,18/06/15,tropical fruit
4759,20/02/15,ham
3543,11/10/15,meat
2792,29/07/15,berries
1929,10/07/15,other vegetables
2433,23/08/15,beef
4941,15/01/15,bottled beer
3547,07/10/15,butter
1290,24/04/15,whole milk
4207,28/08/15,citrus fruit
2107,01/03/15,frankfurter
3050,11/03/15,sausage
3814,21/07/15,hygiene articles
4875,13/09/15,frankfurter
3691,08/08/15,shopping bags
2433,14/03/15,beef
4757,09/01/15,canned beer
1407,29/04/15,frankfurter
4718,12/06/15,frankfurter
1240,14/04/15,whole milk
1792,15/08/15,beef
4486,09/11/15,canned beer
1757,15/06/15,canned beer
2186,01/07/15,whole milk
3752,15/04/15,whole milk
3051,29/11/15,ham
3688,23/10/15,brandy
4676,15/01/15,frankfurter
2142,25/06/15,root vegetables
4939,29/06/15,hygiene articles
1806,06/07/15,hamburger meat
1595,05/10/15,sausage
2086,09/03/15,meat
4251,03/10/15,tropical fruit
2689,30/04/15,root vegetables
2560,26/11/15,pip fruit
2393,17/04/15,yogurt
1669,19/08/15,root vegetables
3500,21/04/15,canned beer
1213,03/03/15,pork
4598,18/11/15,root vegetables
1404,03/05/15,sausage
1758,26/02/15,chocolate
1265,07/03/15,citrus fruit
1006,14/06/15,chicken
2779,17/10/15,whole milk
4457,03/09/15,packaged fruit/vegetables
2532,06/07/15,whole milk
2811,23/02/15,beef
4004,10/05/15,ham
1737,09/05/15,newspapers
3266,25/10/15,frankfurter
4981,10/01/15,whole milk
1934,06/08/15,sausage
2512,19/01/15,domestic eggs
3400,04/03/15,dishes
4301,01/05/15,pork
2997,30/12/15,tropical fruit
1098,05/08/15,yogurt
2208,30/07/15,hamburger meat
3672,28/05/15,canned beer
3651,24/01/15,pet care
3957,15/05/15,beef
2986,11/01/15,chicken
4433,25/05/15,yogurt
3822,27/05/15,sugar
4588,30/04/15,newspapers
2622,17/07/15,hard cheese
2117,02/05/15,beef
1780,12/07/15,beverages
3819,12/04/15,beef
1884,11/12/15,rolls/buns
2595,23/01/15,whole milk
3046,31/03/15,chicken
3228,26/01/15,sausage
2251,23/06/15,citrus fruit
2368,11/11/15,red/blush wine
2573,03/01/15,whole milk
4701,30/04/15,pip fruit
4384,25/05/15,turkey
1998,18/05/15,frankfurter
4583,23/02/15,canned beer
2043,21/04/15,pastry
2201,22/05/15,bottled water
3522,23/09/15,whole milk
3922,28/08/15,citrus fruit
2636,11/09/15,whole milk
1092,27/07/15,bottled beer
2711,13/09/15,liquor
3899,22/04/15,curd
4372,30/07/15,other vegetables
4576,05/08/15,nuts/prunes
4953,10/10/15,other vegetables
4692,27/10/15,UHT-milk
1170,12/11/15,pork
2625,08/04/15,sausage
2394,30/08/15,beverages
4277,18/02/15,pastry
3170,17/01/15,root vegetables
2229,25/10/15,root vegetables
2944,01/02/15,beef
2582,06/03/15,bathroom cleaner
1373,10/05/15,yogurt
1366,25/10/15,frankfurter
3469,10/05/15,curd cheese
4012,16/05/15,whole milk
2031,26/02/15,grapes
2459,16/09/15,bottled water
4377,23/02/15,butter milk
1534,13/08/15,sliced cheese
2051,23/07/15,fruit/vegetable juice
3430,26/01/15,female sanitary products
1567,13/03/15,rolls/buns
2972,21/05/15,canned beer
1287,28/08/15,pip fruit
4776,08/08/15,pip fruit
2271,04/08/15,rolls/buns
4657,15/08/15,beef
2344,14/04/15,frozen fish
1482,06/07/15,soda
1278,09/12/15,canned beer
4831,13/11/15,tropical fruit
1819,11/11/15,packaged fruit/vegetables
2687,31/07/15,rolls/buns
4468,24/03/15,canned beer
4760,02/04/15,butter
2310,24/03/15,berries
3924,07/02/15,root vegetables
3517,11/12/15,meat
3164,30/09/15,brown bread
3245,17/05/15,citrus fruit
2629,06/12/15,whole milk
1347,15/09/15,soda
1216,25/08/15,root vegetables
4636,10/04/15,tropical fruit
1197,22/11/15,root vegetables
1100,12/03/15,grapes
2054,15/12/15,margarine
3761,26/09/15,beef
4947,14/09/15,yogurt
1032,15/06/15,butter
3353,14/08/15,rolls/buns
4466,20/08/15,ham
2081,22/01/15,frankfurter
1800,02/05/15,root vegetables
3414,23/10/15,brown bread
2799,12/08/15,hamburger meat
1634,03/12/15,frankfurter
3481,22/03/15,beef
3691,24/08/15,root vegetables
2811,11/02/15,butter milk
2758,19/11/15,sausage
2872,19/09/15,tropical fruit
3339,08/10/15,canned beer
3483,28/10/15,sausage
3255,29/04/15,soda
3462,15/11/15,tropical fruit
1355,28/02/15,tropical fruit
2952,25/11/15,whole milk
2171,19/06/15,meat
2693,02/11/15,beef
1348,13/06/15,chewing gum
1112,09/04/15,ice cream
2058,24/02/15,other vegetables
2003,23/11/15,frozen dessert
2166,12/03/15,rolls/buns
3113,18/06/15,tropical fruit
2830,22/06/15,sausage
3582,17/06/15,fruit/vegetable juice
4572,19/08/15,whole milk
1373,19/07/15,grapes
2513,06/11/15,rolls/buns
3050,15/12/15,other vegetables
2563,03/08/15,ham
1055,25/05/15,yogurt
1887,09/11/15,sausage
2391,03/01/15,cookware
3347,24/04/15,pastry
4873,03/09/15,beverages
1571,24/05/15,bottled beer
3571,21/10/15,tropical fruit
4348,11/04/15,tropical fruit
2400,06/02/15,whole milk
2200,10/10/15,pork
3973,02/09/15,canned beer
2695,04/07/15,pork
3053,25/12/15,ice cream
2964,11/08/15,ice cream
2494,13/06/15,packaged fruit/vegetables
1603,07/09/15,frankfurter
1264,07/12/15,yogurt
2809,10/04/15,pork
3180,15/09/15,tropical fruit
4539,09/03/15,spread cheese
2990,29/06/15,pastry
1969,11/02/15,other vegetables
1191,08/08/15,citrus fruit
2690,20/10/15,frankfurter
3803,20/10/15,chicken
3999,19/04/15,sausage
3677,30/11/15,frankfurter
1168,11/02/15,whole milk
1324,27/12/15,frankfurter
3829,10/07/15,soda
2664,20/09/15,sausage
3002,22/01/15,whole milk
4305,23/06/15,whole milk
2633,14/02/15,brown bread
1120,14/01/15,UHT-milk
2870,25/02/15,hamburger meat
2977,16/11/15,other vegetables
2135,25/01/15,whole milk
4460,12/07/15,canned beer
2961,21/07/15,canned beer
2109,24/09/15,male cosmetics
1023,28/06/15,bottled beer
2645,26/06/15,newspapers
2910,04/12/15,whole milk
3251,09/11/15,yogurt
2309,29/12/15,frozen meals
2553,21/06/15,other vegetables
4100,22/04/15,whole milk
2580,17/11/15,other vegetables
4628,10/12/15,soda
1073,08/06/15,curd
1459,18/07/15,whole milk
3752,21/08/15,bottled water
4655,21/03/15,citrus fruit
2484,20/06/15,domestic eggs
4990,15/03/15,newspapers
2356,02/02/15,hamburger meat
3476,21/04/15,detergent
4643,25/01/15,cookware
3287,02/02/15,pork
3468,14/11/15,canned beer
2779,27/12/15,sausage
3811,11/05/15,soft cheese
3122,13/10/15,canned fruit
2874,22/01/15,frankfurter
3148,28/03/15,frankfurter
4359,24/09/15,berries
4510,26/03/15,ice cream
3298,28/04/15,sausage
3285,12/07/15,whole milk
4752,11/02/15,UHT-milk
4741,25/02/15,whole milk
3557,24/05/15,meat
4328,21/07/15,beef
1052,06/07/15,yogurt
1719,17/09/15,canned beer
1360,05/02/15,grapes
1299,03/06/15,whole milk
4260,16/11/15,whole milk
1785,15/07/15,canned beer
3835,06/01/15,tropical fruit
1720,05/12/15,onions
1872,05/04/15,whole milk
1406,23/03/15,chicken
3560,29/09/15,other vegetables
4628,29/11/15,citrus fruit
2692,09/10/15,white wine
4843,13/05/15,pork
4395,25/06/15,whole milk
1196,27/11/15,candy
1076,14/05/15,chicken
3519,28/01/15,citrus fruit
1335,18/10/15,grapes
4988,29/10/15,rolls/buns
4437,20/10/15,hamburger meat
2262,04/10/15,other vegetables
4320,07/01/15,candy
1155,01/04/15,sausage
3101,17/12/15,pork
2433,19/10/15,onions
2051,14/11/15,beef
3144,16/08/15,yogurt
2000,23/08/15,sparkling wine
2427,26/06/15,citrus fruit
2916,13/06/15,semi-finished bread
1609,17/12/15,soda
2982,25/06/15,frankfurter
1804,30/11/15,white bread
4997,27/12/15,white wine
2789,28/01/15,fish
2512,23/04/15,ham
2641,01/03/15,beverages
2102,10/05/15,soda
2979,17/07/15,sliced cheese
3685,04/03/15,tropical fruit
2918,11/10/15,rolls/buns
4640,31/01/15,waffles
1149,06/08/15,bottled beer
4608,05/01/15,hamburger meat
3794,26/11/15,other vegetables
3014,04/11/15,root vegetables
2083,28/03/15,whole milk
1656,13/08/15,bottled beer
1482,24/07/15,sausage
3050,20/10/15,sausage
3882,23/04/15,whole milk
2618,03/12/15,artif. sweetener
4888,13/02/15,finished products
2523,12/01/15,dog food
4633,14/04/15,ham
2440,02/03/15,bottled beer
2100,05/07/15,ice cream
3691,12/02/15,coffee
4499,06/05/15,beef
2370,28/08/15,frozen fish
3831,14/10/15,bottled beer
4744,28/10/15,onions
4919,12/03/15,chicken
4876,21/02/15,beef
1296,20/08/15,meat
4845,28/08/15,chewing gum
4606,13/03/15,rolls/buns
1438,26/02/15,frankfurter
2777,24/05/15,whole milk
4220,10/08/15,canned beer
1943,07/01/15,canned beer
3535,01/09/15,specialty chocolate
2194,09/01/15,UHT-milk
2326,29/11/15,beverages
4189,07/04/15,soda
1023,06/01/15,root vegetables
3886,01/04/15,sausage
1443,09/10/15,rolls/buns
1395,26/06/15,tropical fruit
1291,14/01/15,citrus fruit
1374,10/03/15,salty snack
4015,20/02/15,other vegetables
3009,18/02/15,canned beer
2961,16/11/15,chocolate
3260,08/07/15,onions
1793,19/05/15,male cosmetics
2985,05/01/15,chicken
1205,14/03/15,whole milk
1116,08/10/15,white bread
1633,09/08/15,pork
3600,30/07/15,meat
4740,10/07/15,other vegetables
2677,23/12/15,whole milk
1540,14/08/15,beef
4323,26/03/15,frankfurter
4320,18/04/15,sausage
1363,16/06/15,pastry
1761,09/08/15,napkins
1733,23/06/15,canned fish
1994,05/10/15,bottled beer
4300,04/04/15,citrus fruit
4298,25/07/15,whole milk
1097,01/11/15,whole milk
3766,07/05/15,frankfurter
2348,28/02/15,tropical fruit
4588,08/11/15,coffee
3784,14/06/15,herbs
2787,05/03/15,sausage
2056,24/11/15,root vegetables
3986,25/07/15,curd
3861,07/07/15,dessert
1094,07/01/15,tropical fruit
4743,24/01/15,pastry
3543,02/06/15,rolls/buns
4914,14/03/15,rolls/buns
2004,21/08/15,hamburger meat
4171,03/06/15,pastry
3041,15/09/15,pip fruit
1324,10/07/15,bottled water
1524,06/08/15,cream cheese 
4260,30/05/15,root vegetables
1494,29/09/15,canned beer
2521,03/03/15,whole milk
2225,28/04/15,rolls/buns
3486,23/12/15,root vegetables
1422,28/02/15,yogurt
3082,20/02/15,yogurt
1114,12/03/15,sausage
4773,31/10/15,other vegetables
1939,30/10/15,coffee
2723,03/11/15,beef
1361,08/09/15,beef
2294,10/05/15,pip fruit
3915,05/03/15,tropical fruit
3579,30/12/15,pork
2051,20/04/15,pork
2113,07/09/15,sausage
1909,31/08/15,chicken
2328,22/02/15,frankfurter
2948,19/06/15,other vegetables
3504,20/05/15,pip fruit
3069,09/04/15,whole milk
2142,19/05/15,pork
4411,17/04/15,pip fruit
1993,08/07/15,pip fruit
4579,09/01/15,frankfurter
1177,14/10/15,canned beer
2499,24/04/15,butter
4427,14/01/15,sausage
2883,12/10/15,meat
1242,04/12/15,dog food
3409,11/12/15,sausage
1307,22/06/15,sausage
3507,10/11/15,pip fruit
2606,26/01/15,tropical fruit
3048,06/06/15,beef
2007,23/11/15,whole milk
3072,26/01/15,citrus fruit
3354,14/01/15,pastry
3656,11/03/15,frozen meals
4417,18/05/15,sausage
3296,06/06/15,organic sausage
1323,30/04/15,whole milk
1754,17/09/15,beverages
3872,03/11/15,citrus fruit
3691,05/02/15,berries
1218,29/12/15,meat
1381,23/03/15,bottled beer
4550,02/03/15,rolls/buns
1377,06/02/15,whole milk
4388,19/02/15,citrus fruit
2157,14/07/15,beverages
3321,25/12/15,tropical fruit
3205,11/12/15,other vegetables
4444,22/07/15,rolls/buns
2348,01/11/15,curd cheese
4275,18/08/15,grapes
3664,04/05/15,canned beer
1627,11/02/15,pip fruit
1641,27/05/15,canned beer
1461,21/12/15,soda
4266,17/06/15,berries
2754,02/05/15,pip fruit
3117,30/09/15,pork
1654,29/04/15,rolls/buns
1154,17/05/15,sausage
1333,22/09/15,sausage
2188,28/07/15,pip fruit
4679,16/05/15,frankfurter
2495,28/07/15,butter
4117,10/12/15,organic sausage
4035,12/01/15,sausage
1500,06/01/15,frankfurter
4357,13/04/15,chicken
1199,21/11/15,whole milk
4467,22/11/15,berries
4220,21/11/15,beef
4376,16/07/15,rolls/buns
4190,24/12/15,root vegetables
4501,15/06/15,tropical fruit
1454,22/10/15,beef
3922,01/04/15,beef
3586,02/05/15,hamburger meat
2139,16/04/15,citrus fruit
2475,10/11/15,domestic eggs
3419,05/12/15,dessert
2518,03/07/15,beverages
1690,03/03/15,sausage
1281,02/06/15,rolls/buns
2176,04/02/15,frankfurter
2787,13/03/15,citrus fruit
3460,14/02/15,pork
3224,19/01/15,liver loaf
1540,26/11/15,frankfurter
3942,04/04/15,whole milk
2939,03/08/15,whole milk
3807,26/10/15,pork
3380,16/05/15,pasta
1785,07/06/15,fruit/vegetable juice
2625,06/03/15,chicken
1828,24/03/15,grapes
4225,08/05/15,bottled water
1646,28/08/15,frankfurter
1412,16/11/15,frankfurter
1892,24/04/15,shopping bags
2535,10/11/15,whole milk
4107,15/11/15,sausage
1452,29/03/15,frozen vegetables
4853,17/09/15,pip fruit
2196,23/08/15,tropical fruit
1026,28/05/15,whipped/sour cream
3879,03/12/15,tropical fruit
4967,23/09/15,frankfurter
3408,05/11/15,bottled water
3732,26/01/15,berries
1040,26/11/15,chicken
2612,31/05/15,beverages
1137,26/09/15,other vegetables
4223,15/06/15,white bread
3832,17/07/15,frankfurter
2179,16/04/15,coffee
2604,12/02/15,frankfurter
2238,20/03/15,sausage
2589,12/02/15,sausage
2402,06/09/15,soda
4130,06/11/15,tropical fruit
4841,17/12/15,misc. beverages
1734,08/06/15,tropical fruit
3748,27/03/15,butter
1021,22/10/15,curd
1104,04/01/15,other vegetables
2613,09/01/15,specialty bar
4204,16/10/15,curd
2022,22/07/15,beef
2242,05/06/15,whole milk
4352,20/07/15,frozen meals
1945,05/02/15,bottled water
1427,26/11/15,soda
3709,08/09/15,pork
1349,13/04/15,whole milk
4691,08/01/15,shopping bags
1465,26/06/15,sausage
2867,16/07/15,soft cheese
2381,17/05/15,sausage
2471,13/08/15,frozen vegetables
3252,22/08/15,chicken
4077,18/03/15,yogurt
2359,21/04/15,whole milk
4430,02/12/15,rolls/buns
3456,10/09/15,sausage
2563,03/06/15,yogurt
2386,04/10/15,pork
4909,26/10/15,tropical fruit
1014,03/10/15,sausage
1389,18/02/15,canned beer
4800,24/12/15,grapes
1069,20/08/15,tropical fruit
1833,12/07/15,yogurt
4028,08/07/15,frankfurter
3919,09/02/15,sausage
3086,02/01/15,pork
2708,17/02/15,soda
3513,29/08/15,baking powder
3774,16/09/15,misc. beverages
4827,27/01/15,processed cheese
4213,23/08/15,pork
4536,24/02/15,cream cheese 
1489,23/06/15,tropical fruit
2005,22/09/15,jam
2429,29/06/15,pip fruit
2721,10/08/15,frankfurter
3909,09/02/15,flower soil/fertilizer
4808,20/08/15,whole milk
4024,16/10/15,pork
2855,03/02/15,frankfurter
4881,28/07/15,chewing gum
1214,10/01/15,chicken
1608,10/11/15,frozen vegetables
1724,09/09/15,rolls/buns
1911,02/06/15,yogurt
3881,02/04/15,frankfurter
1780,27/08/15,sausage
4675,14/09/15,citrus fruit
3497,24/09/15,other vegetables
1000,15/03/15,whole milk
3955,28/08/15,beverages
4232,19/12/15,Instant food products
3472,28/02/15,hamburger meat
4217,05/02/15,sausage
3778,01/10/15,tropical fruit
2666,06/04/15,whole milk
3518,18/05/15,pastry
4525,28/09/15,whole milk
2975,28/01/15,pasta
1339,28/11/15,whole milk
2001,28/01/15,processed cheese
2091,19/10/15,brown bread
2453,28/08/15,frozen meals
4681,28/02/15,sausage
2618,14/09/15,tropical fruit
3389,26/01/15,beef
3044,29/09/15,bottled beer
3039,02/09/15,domestic eggs
4563,14/05/15,sparkling wine
2683,11/08/15,soda
