,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
1965770,1993,4,10,9,6,1993-10-09,CO,19704,CO,,1272,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,1424,1424.0,0.0,0.0,0.0,0.0,1400-1459,,,,,1610,1559.0,-11.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,166.0,155.0,,1.0,1024.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073134,1997,4,12,17,3,1997-12-17,US,20355,US,N881US,1474,14193,1419301,33728,PNS,"Pensacola, FL",FL,12.0,Florida,33,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,1831,1826.0,-5.0,0.0,0.0,-1.0,1800-1859,9.0,1835.0,2044.0,5.0,2048,2049.0,1.0,1.0,0.0,0.0,2000-2059,0.0,,0.0,77.0,83.0,69.0,1.0,488.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884094,2000,3,8,29,2,2000-08-29,UA,19977,UA,N317UA,343,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,1233,1240.0,7.0,7.0,0.0,0.0,1200-1259,15.0,1255.0,1332.0,6.0,1339,1338.0,-1.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,186.0,178.0,157.0,1.0,1199.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9735,2004,4,10,19,2,2004-10-19,NW,19386,NW,N553NW,554,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,905,857.0,-8.0,0.0,0.0,-1.0,0900-0959,15.0,912.0,1145.0,8.0,1155,1153.0,-2.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,110.0,116.0,93.0,1.0,680.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783810,2009,3,7,6,1,2009-07-06,WN,19393,WN,N491WN,2177,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,14057,1405701,34057,PDX,"Portland, OR",OR,41.0,Oregon,92,1330,1326.0,-4.0,0.0,0.0,-1.0,1300-1359,7.0,1333.0,1558.0,3.0,1610,1601.0,-9.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,160.0,155.0,145.0,1.0,1009.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671173,2003,4,12,5,5,2003-12-05,OO,20304,OO,N438SW,3782,12280,1228001,32280,IDA,"Idaho Falls, ID",ID,16.0,Idaho,83,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,1300,1257.0,0.0,0.0,0.0,0.0,1300-1359,8.0,1305.0,1337.0,4.0,1347,1341.0,-6.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,47.0,41.0,29.0,1.0,188.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902794,2014,3,8,12,2,2014-08-12,DL,19790,DL,N991DL,2155,11433,1143302,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1600,1753.0,113.0,113.0,1.0,7.0,1600-1659,16.0,1809.0,1935.0,12.0,1810,1947.0,97.0,97.0,1.0,6.0,1800-1859,0.0,,0.0,130.0,114.0,86.0,1.0,594.0,3,97.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890561,2015,4,12,29,2,2015-12-29,WN,19393,WN,N493WN,3101,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,10693,1069302,30693,BNA,"Nashville, TN",TN,47.0,Tennessee,54,1250,1307.0,17.0,17.0,1.0,1.0,1200-1259,6.0,1313.0,1325.0,4.0,1325,1329.0,4.0,4.0,0.0,0.0,1300-1359,0.0,,0.0,95.0,82.0,72.0,1.0,442.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786326,2004,2,5,24,1,2004-05-24,OH,20417,OH,N779CA,5044,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,2055,2050.0,-5.0,0.0,0.0,-1.0,2000-2059,17.0,2107.0,2227.0,8.0,2233,2235.0,2.0,2.0,0.0,0.0,2200-2259,0.0,,0.0,98.0,105.0,80.0,1.0,534.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629151,2005,4,12,30,5,2005-12-30,XE,20374,RU,N11184,2210,11995,1199501,31995,GSO,"Greensboro/High Point, NC",NC,37.0,North Carolina,36,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,620,621.0,1.0,1.0,0.0,0.0,0600-0659,15.0,636.0,848.0,7.0,825,855.0,30.0,30.0,1.0,2.0,0800-0859,0.0,,0.0,185.0,214.0,192.0,1.0,986.0,4,0.0,0.0,30.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468943,2014,4,11,6,4,2014-11-06,WN,19393,WN,N619SW,339,13891,1389101,32575,ONT,"Ontario, CA",CA,6.0,California,91,14831,1483103,32457,SJC,"San Jose, CA",CA,6.0,California,91,1700,1727.0,27.0,27.0,1.0,1.0,1700-1759,8.0,1735.0,1825.0,3.0,1810,1828.0,18.0,18.0,1.0,1.0,1800-1859,0.0,,0.0,70.0,61.0,50.0,1.0,333.0,2,0.0,0.0,0.0,0.0,18.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672615,1989,1,2,25,6,1989-02-25,PI,19822,PI,,1278,10821,1082102,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,11042,1104201,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,1000,1004.0,4.0,4.0,0.0,0.0,1000-1059,,,,,1105,1108.0,3.0,3.0,0.0,0.0,1100-1159,0.0,,0.0,65.0,64.0,,1.0,314.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195801,1998,3,9,23,3,1998-09-23,AA,19805,AA,N5DMAA,1151,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,14843,1484302,34819,SJU,"San Juan, PR",PR,72.0,Puerto Rico,3,720,740.0,20.0,20.0,1.0,1.0,0700-0759,25.0,805.0,1030.0,10.0,1005,1040.0,35.0,35.0,1.0,2.0,1000-1059,0.0,,0.0,165.0,180.0,145.0,1.0,1189.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669940,2012,1,3,12,1,2012-03-12,WN,19393,WN,N794SW,2913,11618,1161802,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,10821,1082103,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,1340,1336.0,-4.0,0.0,0.0,-1.0,1300-1359,14.0,1350.0,1426.0,4.0,1440,1430.0,-10.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,60.0,54.0,36.0,1.0,169.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324274,2016,1,2,14,7,2016-02-14,WN,19393,WN,N236WN,1603,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,1555,1554.0,-1.0,0.0,0.0,-1.0,1500-1559,13.0,1607.0,1723.0,6.0,1735,1729.0,-6.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,280.0,275.0,256.0,1.0,1747.0,7,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898066,1998,2,6,19,5,1998-06-19,UA,19977,UA,N402UA,331,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1040,1042.0,2.0,2.0,0.0,0.0,1000-1059,49.0,1131.0,1220.0,15.0,1135,1235.0,60.0,60.0,1.0,4.0,1100-1159,0.0,,0.0,115.0,173.0,109.0,1.0,606.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16407,2011,4,11,7,1,2011-11-07,UA,19977,UA,N807UA,736,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,11618,1161802,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,2141,2138.0,-3.0,0.0,0.0,-1.0,2100-2159,14.0,2152.0,545.0,20.0,608,605.0,-3.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,327.0,327.0,293.0,1.0,2565.0,11,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331410,2018,1,3,2,5,2018-03-02,WN,19393,WN,N8305E,2005,10821,1082106,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,15304,1530402,33195,TPA,"Tampa, FL",FL,12.0,Florida,33,2000,1958.0,-2.0,0.0,0.0,-1.0,2000-2059,16.0,2014.0,2206.0,11.0,2230,2217.0,-13.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,150.0,139.0,112.0,1.0,842.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760757,1989,2,5,9,2,1989-05-09,DL,19790,DL,,216,13495,1349501,33495,MSY,"New Orleans, LA",LA,22.0,Louisiana,72,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,1859,1859.0,0.0,0.0,0.0,0.0,1800-1859,,,,,2239,2239.0,0.0,0.0,0.0,0.0,2200-2259,0.0,,0.0,160.0,160.0,,1.0,1183.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125403,2006,4,12,31,7,2006-12-31,WN,19393,WN,N501,113,10423,1042302,30423,AUS,"Austin, TX",TX,48.0,Texas,74,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,1240,1323.0,43.0,43.0,1.0,2.0,1200-1259,9.0,1332.0,1405.0,3.0,1335,1408.0,33.0,33.0,1.0,2.0,1300-1359,0.0,,0.0,175.0,165.0,153.0,1.0,1090.0,5,0.0,0.0,0.0,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860571,2019,4,11,6,3,2019-11-06,9E,20363,9E,N840AY,5085,13230,1323002,32070,MDT,"Harrisburg, PA",PA,42.0,Pennsylvania,23,11433,1143302,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,1151,1147.0,-4.0,0.0,0.0,-1.0,1100-1159,29.0,1216.0,1324.0,7.0,1328,1331.0,3.0,3.0,0.0,0.0,1300-1359,0.0,,0.0,97.0,104.0,68.0,1.0,371.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633427,2009,1,1,19,1,2009-01-19,NW,19386,NW,N350NA,1029,11697,1169702,32467,FLL,"Fort Lauderdale, FL",FL,12.0,Florida,33,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,1340,1336.0,-4.0,0.0,0.0,-1.0,1300-1359,14.0,1350.0,1616.0,7.0,1635,1623.0,-12.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,235.0,227.0,206.0,1.0,1487.0,6,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097413,1990,3,9,11,2,1990-09-11,NW,19386,NW,,534,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,1320,1320.0,0.0,0.0,0.0,0.0,1300-1359,,,,,1550,1531.0,-19.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,90.0,71.0,,1.0,235.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878924,2003,1,1,13,1,2003-01-13,XE,20374,RU,N14933,2441,10257,1025701,30257,ALB,"Albany, NY",NY,36.0,New York,22,11042,1104201,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,700,650.0,-10.0,0.0,0.0,-1.0,0700-0759,34.0,724.0,853.0,4.0,835,857.0,22.0,22.0,1.0,1.0,0800-0859,0.0,,0.0,95.0,127.0,89.0,1.0,424.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912666,1999,3,8,17,2,1999-08-17,HP,19991,HP,N156AW,2480,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,1940,1936.0,-4.0,0.0,0.0,-1.0,1900-1959,14.0,1950.0,2005.0,11.0,2018,2016.0,-2.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,98.0,100.0,75.0,1.0,507.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768283,2013,1,3,10,7,2013-03-10,WN,19393,WN,N646SW,1203,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,10693,1069302,30693,BNA,"Nashville, TN",TN,47.0,Tennessee,54,1125,1123.0,-2.0,0.0,0.0,-1.0,1100-1159,11.0,1134.0,1146.0,6.0,1200,1152.0,-8.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,95.0,89.0,72.0,1.0,442.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797809,1999,2,5,27,4,1999-05-27,AA,19805,AA,N248AA,1272,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1110,1110.0,0.0,0.0,0.0,0.0,1100-1159,23.0,1133.0,1618.0,7.0,1612,1625.0,13.0,13.0,0.0,0.0,1600-1659,0.0,,0.0,182.0,195.0,165.0,1.0,1235.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812800,1993,4,12,28,2,1993-12-28,WN,19393,WN,,468,10140,1014001,30140,ABQ,"Albuquerque, NM",NM,35.0,New Mexico,86,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,915,921.0,6.0,6.0,0.0,0.0,0900-0959,,,,,940,953.0,13.0,13.0,0.0,0.0,0900-0959,0.0,,0.0,85.0,92.0,,1.0,487.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916618,2014,1,1,10,5,2014-01-10,WN,19393,WN,N297WN,42,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,12191,1219102,31453,HOU,"Houston, TX",TX,48.0,Texas,74,1440,1439.0,-1.0,0.0,0.0,-1.0,1400-1459,7.0,1446.0,1552.0,3.0,1605,1555.0,-10.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,145.0,136.0,126.0,1.0,696.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245945,1993,1,3,11,4,1993-03-11,AA,19805,AA,,1781,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,11540,1154001,30615,ELP,"El Paso, TX",TX,48.0,Texas,74,926,928.0,2.0,2.0,0.0,0.0,0900-0959,,,,,1005,1010.0,5.0,5.0,0.0,0.0,1000-1059,0.0,,0.0,99.0,102.0,,1.0,551.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861342,1995,1,3,11,6,1995-03-11,WN,19393,WN,N697,1270,11540,1154001,30615,ELP,"El Paso, TX",TX,48.0,Texas,74,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,1130,1252.0,82.0,82.0,1.0,5.0,1100-1159,11.0,1303.0,1356.0,3.0,1240,1359.0,79.0,79.0,1.0,5.0,1200-1259,0.0,,0.0,70.0,67.0,53.0,1.0,347.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649583,2010,3,8,2,1,2010-08-02,US,20355,US,N420US,1411,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,916,920.0,4.0,4.0,0.0,0.0,0900-0959,12.0,932.0,1035.0,5.0,1046,1040.0,-6.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,90.0,80.0,63.0,1.0,366.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382940,2006,4,10,23,1,2006-10-23,DL,19790,DL,N920DE,1772,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,815,807.0,-8.0,0.0,0.0,-1.0,0800-0859,11.0,818.0,920.0,3.0,1000,923.0,-37.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,105.0,76.0,62.0,1.0,411.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913648,2006,2,6,4,7,2006-06-04,US,20355,US,N592US,392,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,10792,1079202,30792,BUF,"Buffalo, NY",NY,36.0,New York,22,1525,1528.0,3.0,3.0,0.0,0.0,1500-1559,12.0,1540.0,1624.0,4.0,1630,1628.0,-2.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,65.0,60.0,44.0,1.0,296.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118988,2006,2,4,14,5,2006-04-14,FL,20437,FL,N951AT,411,12339,1233903,32337,IND,"Indianapolis, IN",IN,18.0,Indiana,42,15304,1530401,33195,TPA,"Tampa, FL",FL,12.0,Florida,33,1608,1619.0,11.0,11.0,0.0,0.0,1600-1659,12.0,1631.0,1817.0,5.0,1815,1822.0,7.0,7.0,0.0,0.0,1800-1859,0.0,,0.0,127.0,123.0,106.0,1.0,838.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065526,1998,3,7,23,4,1998-07-23,AA,19805,AA,N433AA,842,14831,1483101,32457,SJC,"San Jose, CA",CA,6.0,California,91,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,752,752.0,0.0,0.0,0.0,0.0,0700-0759,30.0,822.0,1400.0,4.0,1400,1404.0,4.0,4.0,0.0,0.0,1400-1459,0.0,,0.0,248.0,252.0,218.0,1.0,1830.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829600,2014,4,10,7,2,2014-10-07,WN,19393,WN,N414WN,1964,13342,1334205,33342,MKE,"Milwaukee, WI",WI,55.0,Wisconsin,45,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,1225,1243.0,18.0,18.0,1.0,1.0,1200-1259,9.0,1252.0,1430.0,5.0,1420,1435.0,15.0,15.0,1.0,1.0,1400-1459,0.0,,0.0,235.0,232.0,218.0,1.0,1524.0,7,8.0,0.0,0.0,0.0,7.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851170,2006,2,5,21,7,2006-05-21,XE,20374,RU,N27190,2054,10713,1071301,30713,BOI,"Boise, ID",ID,16.0,Idaho,83,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1305,1252.0,-13.0,0.0,0.0,-1.0,1300-1359,8.0,1300.0,1705.0,3.0,1729,1708.0,-21.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,204.0,196.0,185.0,1.0,1482.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121042,2008,3,7,27,7,2008-07-27,US,20355,US,N955UW,1755,14635,1463501,31714,RSW,"Fort Myers, FL",FL,12.0,Florida,33,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,1630,1713.0,43.0,43.0,1.0,2.0,1600-1659,9.0,1722.0,1949.0,5.0,1913,1954.0,41.0,41.0,1.0,2.0,1900-1959,0.0,,0.0,163.0,161.0,147.0,1.0,992.0,4,0.0,0.0,41.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231157,1990,2,6,25,1,1990-06-25,AA,19805,AA,,1084,14908,1490802,32575,SNA,"Santa Ana, CA",CA,6.0,California,91,14831,1483101,32457,SJC,"San Jose, CA",CA,6.0,California,91,1200,1158.0,-2.0,0.0,0.0,-1.0,1200-1259,,,,,1318,1313.0,-5.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,78.0,75.0,,1.0,342.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543540,2007,4,10,3,3,2007-10-03,MQ,20398,MQ,N806AE,4662,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,12478,1247801,31703,JFK,"New York, NY",NY,36.0,New York,22,1445,1615.0,90.0,90.0,1.0,6.0,1400-1459,23.0,1638.0,1716.0,40.0,1605,1756.0,111.0,111.0,1.0,7.0,1600-1659,0.0,,0.0,80.0,101.0,38.0,1.0,187.0,1,0.0,0.0,109.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608894,2004,2,5,1,6,2004-05-01,US,20355,US,N592US,1010,13577,1357701,31135,MYR,"Myrtle Beach, SC",SC,45.0,South Carolina,37,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,1755,1802.0,7.0,7.0,0.0,0.0,1700-1759,35.0,1837.0,1912.0,3.0,1847,1915.0,28.0,28.0,1.0,1.0,1800-1859,0.0,,0.0,52.0,73.0,35.0,1.0,156.0,1,7.0,0.0,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203626,1994,4,11,30,3,1994-11-30,UA,19977,UA,,499,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,13871,1387101,33316,OMA,"Omaha, NE",NE,31.0,Nebraska,65,1530,1542.0,12.0,12.0,0.0,0.0,1500-1559,,,,,1658,1700.0,2.0,2.0,0.0,0.0,1600-1659,0.0,,0.0,88.0,78.0,,1.0,416.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878386,1995,4,10,10,2,1995-10-10,WN,19393,WN,N678,850,10800,1080001,32575,BUR,"Burbank, CA",CA,6.0,California,91,13796,1379601,32457,OAK,"Oakland, CA",CA,6.0,California,91,700,700.0,0.0,0.0,0.0,0.0,0700-0759,9.0,709.0,756.0,3.0,810,759.0,-11.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,70.0,59.0,47.0,1.0,325.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499253,2010,4,12,24,5,2010-12-24,YV,20378,YV,N506MJ,7253,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,848,844.0,-4.0,0.0,0.0,-1.0,0800-0859,30.0,914.0,1139.0,4.0,1136,1143.0,7.0,7.0,0.0,0.0,1100-1159,0.0,,0.0,108.0,119.0,85.0,1.0,647.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827413,2012,3,9,8,6,2012-09-08,B6,20409,B6,N571JB,918,13930,1393002,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,22,1950,2103.0,73.0,73.0,1.0,4.0,1900-1959,19.0,2122.0,2355.0,8.0,2300,3.0,63.0,63.0,1.0,4.0,2300-2359,0.0,,0.0,130.0,120.0,93.0,1.0,740.0,3,2.0,0.0,0.0,0.0,61.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719836,2015,3,9,2,3,2015-09-02,AS,19930,AS,N764AS,153,13873,1387303,33873,OME,"Nome, AK",AK,2.0,Alaska,1,10299,1029904,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,1,2025,2022.0,-3.0,0.0,0.0,-1.0,2000-2059,4.0,2026.0,2135.0,4.0,2148,2139.0,-9.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,83.0,77.0,69.0,1.0,539.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
